Date,Open,High,Low,Close,Adj Close,Volume
2000-01-31,209.9137,209.9137,209.9137,209.9137,209.9137,10000000000
2000-02-29,209.5158,209.5158,209.5158,209.5158,209.5158,10000000000
2000-03-31,213.7084,213.7084,213.7084,213.7084,213.7084,10000000000
2000-04-28,208.4867,208.4867,208.4867,208.4867,208.4867,10000000000
2000-05-31,209.452,209.452,209.452,209.452,209.452,10000000000
2000-06-30,214.7625,214.7625,214.7625,214.7625,214.7625,10000000000
2000-07-31,212.6181,212.6181,212.6181,212.6181,212.6181,10000000000
2000-08-31,211.6789,211.6789,211.6789,211.6789,211.6789,10000000000
2000-09-29,212.2818,212.2818,212.2818,212.2818,212.2818,10000000000
2000-10-31,210.5554,210.5554,210.5554,210.5554,210.5554,10000000000
2000-11-30,214.1751,214.1751,214.1751,214.1751,214.1751,10000000000
2000-12-29,220.3427,220.3427,220.3427,220.3427,220.3427,10000000000
2001-01-31,221.4014,221.4014,221.4014,221.4014,221.4014,10000000000
2001-02-28,221.7654,221.7654,221.7654,221.7654,221.7654,10000000000
2001-03-30,217.2239,217.2239,217.2239,217.2239,217.2239,10000000000
2001-04-30,216.9619,216.9619,216.9619,216.9619,216.9619,10000000000
2001-05-31,217.3685,217.3685,217.3685,217.3685,217.3685,10000000000
2001-06-29,215.8441,215.8441,215.8441,215.8441,215.8441,10000000000
2001-07-31,220.7894,220.7894,220.7894,220.7894,220.7894,10000000000
2001-08-31,227.4357,227.4357,227.4357,227.4357,227.4357,10000000000
2001-09-28,229.2003,229.2003,229.2003,229.2003,229.2003,10000000000
2001-10-31,231.2717,231.2717,231.2717,231.2717,231.2717,10000000000
2001-11-26,225.8063,225.8063,225.8063,225.8063,225.8063,10000000000
2001-11-27,225.8464,225.8464,225.8464,225.8464,225.8464,10000000000
2001-11-28,226.7738,226.7738,226.7738,226.7738,226.7738,10000000000
2001-11-29,227.3561,227.3561,227.3561,227.3561,227.3561,10000000000
2001-11-30,228.5838,228.5838,228.5838,228.5838,228.5838,10000000000
2001-12-03,228.2131,228.2131,228.2131,228.2131,228.2131,10000000000
2001-12-04,228.4957,228.4957,228.4957,228.4957,228.4957,10000000000
2001-12-05,226.6714,226.6714,226.6714,226.6714,226.6714,10000000000
2001-12-06,226.0887,226.0887,226.0887,226.0887,226.0887,10000000000
2001-12-07,224.8484,224.8484,224.8484,224.8484,224.8484,10000000000
2001-12-10,224.8217,224.8217,224.8217,224.8217,224.8217,10000000000
2001-12-11,225.3023,225.3023,225.3023,225.3023,225.3023,10000000000
2001-12-12,226.5582,226.5582,226.5582,226.5582,226.5582,10000000000
2001-12-13,226.1478,226.1478,226.1478,226.1478,226.1478,10000000000
2001-12-14,225.7331,225.7331,225.7331,225.7331,225.7331,10000000000
2001-12-17,225.256,225.256,225.256,225.256,225.256,10000000000
2001-12-18,225.5545,225.5545,225.5545,225.5545,225.5545,10000000000
2001-12-19,225.6987,225.6987,225.6987,225.6987,225.6987,10000000000
2001-12-20,225.3103,225.3103,225.3103,225.3103,225.3103,10000000000
2001-12-21,224.0582,224.0582,224.0582,224.0582,224.0582,10000000000
2001-12-27,223.2024,223.2024,223.2024,223.2024,223.2024,10000000000
2001-12-28,222.6716,222.6716,222.6716,222.6716,222.6716,10000000000
2001-12-31,223.8066,223.8066,223.8066,223.8066,223.8066,10000000000
2002-01-02,224.4459,224.4459,224.4459,224.4459,224.4459,10000000000
2002-01-03,224.5226,224.5226,224.5226,224.5226,224.5226,10000000000
2002-01-04,223.8919,223.8919,223.8919,223.8919,223.8919,10000000000
2002-01-07,224.6208,224.6208,224.6208,224.6208,224.6208,10000000000
2002-01-08,224.175,224.175,224.175,224.175,224.175,10000000000
2002-01-09,223.9309,223.9309,223.9309,223.9309,223.9309,10000000000
2002-01-10,224.8799,224.8799,224.8799,224.8799,224.8799,10000000000
2002-01-11,225.3792,225.3792,225.3792,225.3792,225.3792,10000000000
2002-01-14,225.9932,225.9932,225.9932,225.9932,225.9932,10000000000
2002-01-15,225.9852,225.9852,225.9852,225.9852,225.9852,10000000000
2002-01-16,225.243,225.243,225.243,225.243,225.243,10000000000
2002-01-17,224.3457,224.3457,224.3457,224.3457,224.3457,10000000000
2002-01-18,224.4225,224.4225,224.4225,224.4225,224.4225,10000000000
2002-01-22,223.8163,223.8163,223.8163,223.8163,223.8163,10000000000
2002-01-23,223.659,223.659,223.659,223.659,223.659,10000000000
2002-01-24,222.7058,222.7058,222.7058,222.7058,222.7058,10000000000
2002-01-25,221.2957,221.2957,221.2957,221.2957,221.2957,10000000000
2002-01-28,221.5428,221.5428,221.5428,221.5428,221.5428,10000000000
2002-01-29,222.0613,222.0613,222.0613,222.0613,222.0613,10000000000
2002-01-30,222.2948,222.2948,222.2948,222.2948,222.2948,10000000000
2002-01-31,221.796,221.796,221.796,221.796,221.796,10000000000
2002-02-01,222.0427,222.0427,222.0427,222.0427,222.0427,10000000000
