Date,Open,High,Low,Close,Adj Close,Volume
2017-01-06,386.64,386.64,386.64,386.64,386.64,10000000000
2017-01-13,387.06,387.06,387.06,387.06,387.06,10000000000
2017-01-20,387.79,387.79,387.79,387.79,387.79,10000000000
2017-01-27,388.49,388.49,388.49,388.49,388.49,10000000000
2017-02-03,388.88,388.88,388.88,388.88,388.88,10000000000
2017-02-10,389.75,389.75,389.75,389.75,389.75,10000000000
2017-02-17,391.07,391.07,391.07,391.07,391.07,10000000000
2017-02-24,392.37,392.37,392.37,392.37,392.37,10000000000
2017-03-03,393.49,393.49,393.49,393.49,393.49,10000000000
2017-03-10,392.17,392.17,392.17,392.17,392.17,10000000000
2017-03-17,392.77,392.77,392.77,392.77,392.77,10000000000
2017-03-24,393.07,393.07,393.07,393.07,393.07,10000000000
2017-03-31,393.9,393.9,393.9,393.9,393.9,10000000000
2017-04-07,394.81,394.81,394.81,394.81,394.81,10000000000
2017-04-14,395.21,395.21,395.21,395.21,395.21,10000000000
2017-04-21,395.92,395.92,395.92,395.92,395.92,10000000000
2017-04-28,398.83,398.83,398.83,398.83,398.83,10000000000
2017-05-05,400.38,400.38,400.38,400.38,400.38,10000000000
2017-05-12,401.64,401.64,401.64,401.64,401.64,10000000000
2017-05-19,401.26,401.26,401.26,401.26,401.26,10000000000
2017-05-26,402.68,402.68,402.68,402.68,402.68,10000000000
2017-06-02,403.77,403.77,403.77,403.77,403.77,10000000000
2017-06-09,403.88,403.88,403.88,403.88,403.88,10000000000
2017-06-16,405.05,405.05,405.05,405.05,405.05,10000000000
2017-06-23,405.41,405.41,405.41,405.41,405.41,10000000000
2017-06-30,404.8,404.8,404.8,404.8,404.8,10000000000
2017-07-07,403.91,403.91,403.91,403.91,403.91,10000000000
2017-07-14,405.34,405.34,405.34,405.34,405.34,10000000000
2017-07-21,407.48,407.48,407.48,407.48,407.48,10000000000
2017-07-28,408.99,408.99,408.99,408.99,408.99,10000000000
2017-08-04,410.9,410.9,410.9,410.9,410.9,10000000000
2017-08-11,409.45,409.45,409.45,409.45,409.45,10000000000
2017-08-18,410.32,410.32,410.32,410.32,410.32,10000000000
2017-08-25,410.61,410.61,410.61,410.61,410.61,10000000000
2017-09-01,411.25,411.25,411.25,411.25,411.25,10000000000
