Date,0,1,2
2010-02-25,1.3397782948783705e-10,1.4963199045443609e-05,0.9999850366685608
2010-02-26,2.0552380979431962e-10,2.924883890672145e-05,0.9999707509544614
2010-03-01,6.892381012177716e-11,1.5120009043268263e-05,0.9999848799249635
2010-03-02,6.717361415901687e-11,1.2877925577566272e-05,0.9999871220090187
2010-03-03,9.772629611748033e-11,1.4843318184989089e-05,0.9999851565818311
2010-03-04,1.2481585798692513e-10,1.8377428704925838e-05,0.9999816224459881
2010-03-05,7.212076398670865e-11,2.134786774741518e-05,0.9999786520589135
2010-03-08,3.4143176496680524e-11,9.657189341263457e-06,0.9999903427772293
2010-03-09,4.1547691035892174e-11,1.0975853229542101e-05,0.9999890241035516
2010-03-10,1.009926353122346e-10,1.2412280498742645e-05,0.9999875876207626
2010-03-11,1.8757714616918677e-10,2.190989555290602e-05,0.9999780899160352
2010-03-12,8.773950653511756e-11,1.8570270684077017e-05,0.9999814296439491
2010-03-15,6.427670844057299e-11,1.2065125805540312e-05,0.9999879348106587
2010-03-16,7.610690186274819e-11,1.806284671658802e-05,0.9999819370744905
2010-03-17,5.830241857412104e-11,1.0927616864832327e-05,0.9999890723280705
2010-03-18,1.4162925227260902e-10,1.5975839782167547e-05,0.9999840240164456
2010-03-19,7.995767217151338e-11,2.4233380719247066e-05,0.999975766538096
2010-03-22,4.930995427363938e-11,1.0819753938445352e-05,0.9999891802002452
2010-03-23,1.2140636131039723e-09,1.3999115803848623e-05,0.9999859996712605
2010-03-24,4.445297910940896e-09,0.00036530444411429807,0.999634691113084
2010-03-25,6.841678693361857e-10,3.292328044671192e-05,0.9999670760334461
2010-03-26,6.471013111192733e-10,4.749116554228242e-05,0.9999525081875602
2010-03-29,1.0663950186238335e-10,2.9944284687292363e-05,0.9999700556117727
2010-03-30,9.488269996946138e-11,9.348378521430836e-06,0.9999906515295567
2010-03-31,2.649894365597085e-10,3.1025561215181385e-05,0.9999689741755055
2010-04-01,6.448074805146071e-10,2.0600326005226465e-05,0.9999793990294343
2010-04-06,3.253032107079299e-08,9.329284644863975e-05,0.999906674620857
2010-04-07,9.124574295372747e-09,0.000949008414572329,0.9990509824587385
2010-04-08,1.9057357030794528e-10,2.334255148600609e-05,0.9999766572614658
2010-04-09,3.067650054935299e-10,3.2662753969123375e-05,0.9999673369407298
2010-04-12,7.69908542693285e-11,2.0435911516282013e-05,0.999979564008388
2010-04-13,5.058670218536706e-11,9.71813304723693e-06,0.999990281819847
2010-04-14,6.499445963804966e-11,1.4801175642529004e-05,0.9999851987599322
2010-04-15,2.2082604409221158e-10,1.3314956830447934e-05,0.9999866848242793
2010-04-16,2.7144477537772434e-10,4.704229967911175e-05,0.9999529574276037
2010-04-19,1.7158943147383794e-10,1.7097245465238124e-05,0.9999829025843677
2010-04-20,2.9449561031373255e-10,3.22567109468883e-05,0.9999677429914675
2010-04-21,1.011778874442762e-10,2.1130290786706067e-05,0.9999788696054256
2010-04-22,7.482438731401108e-11,1.1749989493289802e-05,0.9999882499359065
2010-04-23,2.600072086400729e-10,1.9365296933694614e-05,0.9999806344405213
2010-04-26,8.589262768802049e-09,3.227368798985132e-05,0.9999677177228822
2010-04-27,2.891899417937765e-08,0.002135956901985074,0.9978640141806125
2010-04-28,5.753594473225759e-09,6.341187053829272e-05,0.9999365823779031
2010-04-29,1.6633629993140022e-08,0.0003961310150330739,0.9996038523546279
2010-04-30,1.5499482601017744e-08,0.00010264903444233626,0.9998973354693828
2010-05-04,1.2396823398635183e-07,0.00041148127388909066,0.9995883947600089
2010-05-05,3.8599833347005845e-06,0.009828918383364705,0.9901672216312678
2010-05-06,0.000899281557565536,0.909917560283229,0.08918315816159754
2010-05-07,0.0012049078049336537,0.9966822366594563,0.0021128555338882915
2010-05-10,1.3490216906392874e-05,0.9991948551897664,0.0007916545899248322
2010-05-11,8.917311167961082e-08,0.01141875407996671,0.9885811567503856
2010-05-12,2.5850139120330406e-09,0.0003394115888785211,0.9996605858280352
2010-05-13,8.402904425171602e-10,3.7608233390948233e-05,0.9999623909258093
2010-05-14,2.1980149556925985e-09,7.78648373507115e-05,0.9999221329612684
2010-05-17,2.527560276440919e-08,9.407924507157074e-05,0.999905895482476
2010-05-18,2.371280593732394e-06,0.00303595374641257,0.9969616749744505
2010-05-19,1.2656109912306496e-05,0.031118417052214426,0.9688689268379754
2010-05-20,7.89916404447543e-05,0.1827537363743867,0.817167271981796
2010-05-21,1.1803591286750846e-05,0.09001288686927504,0.9099753095359407
2010-05-24,8.848102355628842e-07,0.025239795361277424,0.9747593198268266
2010-05-25,5.061077741712598e-07,0.0021548291439984564,0.9978446647489764
2010-05-26,6.726280438657318e-06,0.009777955922384413,0.9902153178006867
2010-05-27,1.2076620417623056e-07,0.016782210175491863,0.9832176690578889
2010-05-28,3.0542311605631747e-09,0.0002644780563528691,0.9997355188882858
2010-06-01,2.3395891906741622e-09,6.323945466615567e-05,0.999936758204835
2010-06-02,3.905798132973931e-09,0.00014267957114815613,0.9998573165224203
2010-06-03,3.119428138879371e-08,8.660742286442321e-05,0.9999133613808618
2010-06-04,7.904530218994846e-08,0.0031576283639385603,0.9968422925941162
2010-06-07,1.591589989657345e-09,0.00017725747088971714,0.9998227409339926
2010-06-08,9.863128461598754e-10,3.3041693354111285e-05,0.9999669573228374
2010-06-09,1.2467682914807474e-08,9.08665682658939e-05,0.9999091209653741
2010-06-10,4.424029226498585e-09,0.00041934633166937444,0.9995806492446497
2010-06-11,1.290698791567894e-09,3.2815991489773425e-05,0.9999671827173058
2010-06-14,5.347637596536091e-09,9.609820160109667e-05,0.9999038964504605
2010-06-15,4.750876629413459e-10,0.0001240935094580931,0.9998759060131895
2010-06-16,3.073274581262262e-10,1.0936999229786428e-05,0.9999890626948079
2010-06-17,5.81996851354926e-10,9.16676161677566e-05,0.9999083317997364
2010-06-18,4.063569589224711e-11,1.2903216763194525e-05,0.9999870967399437
2010-06-21,9.456880781144136e-11,8.944880935184913e-06,0.9999910550213714
2010-06-22,1.732432079134814e-10,3.3831972584587575e-05,0.9999661678569031
2010-06-23,3.515521577139221e-10,1.2166872383902268e-05,0.9999878327738655
2010-06-24,1.5093405810967188e-09,0.00010774639521562895,0.9998922520962056
2010-06-25,3.768401935192749e-10,3.4603514801538455e-05,0.9999653961079357
2010-06-28,6.55822136725724e-09,2.7357341952678768e-05,0.9999726361017158
2010-06-29,9.945745784204305e-08,0.0017349298963940016,0.9982649706484463
2010-06-30,6.1006341636330246e-09,0.0004098656428038293,0.9995901282576476
2010-07-01,4.380880099898272e-10,4.350409927619521e-05,0.9999564954637413
2010-07-02,4.1412276695232474e-10,3.476828269704769e-05,0.9999652313059363
2010-07-06,9.065116999923055e-09,3.638466356593709e-05,0.99996360627135
2010-07-07,1.0635482811588531e-08,0.0018660361839984026,0.9981339531827181
2010-07-08,1.342153043683861e-10,3.500175934956527e-05,0.9999649981050784
2010-07-09,6.986214454173774e-11,1.4219743129867845e-05,0.99998578018782
2010-07-12,1.4647266761373654e-10,1.3759123884239127e-05,0.9999862407276663
2010-07-13,3.0498384845420236e-10,3.321178097217351e-05,0.9999667879150524
2010-07-14,4.687634637104832e-10,2.472193799488707e-05,0.999975277591161
2010-07-15,1.3878350514661e-08,4.515697191363759e-05,0.9999548291468807
2010-07-16,8.337441958542043e-09,0.0016955233192996245,0.9983044683412458
2010-07-19,1.693592766751335e-10,3.51654426201356e-05,0.9999648343872242
2010-07-20,1.4666907067456487e-10,1.889595310523197e-05,0.9999811038981532
2010-07-21,1.4703239738088814e-09,2.2001072558623347e-05,0.999977997455196
2010-07-22,1.320234860411177e-09,0.0001924718313618306,0.9998075268457077
2010-07-23,1.6589291651734966e-10,1.982067086231999e-05,0.9999801791636701
2010-07-26,1.0433385582488562e-10,2.1815626517924614e-05,0.9999781842685906
2010-07-27,4.187518975345039e-11,1.2323801839395678e-05,0.9999876761535198
2010-07-28,8.568480734635448e-11,1.1580309326615113e-05,0.9999884196019829
2010-07-29,5.02915726306563e-10,2.02523452815425e-05,0.999979747155067
2010-07-30,3.405204066644768e-09,6.012847019707843e-05,0.9999398681210644
2010-08-02,5.405660779675881e-10,7.394405058592156e-05,0.9999260554087455
2010-08-03,4.400616657683175e-10,2.184112089410227e-05,0.9999781584395049
2010-08-04,1.8020743819867917e-10,4.7724005645886386e-05,0.9999522758118133
2010-08-05,6.331493850630728e-11,1.0793072342966038e-05,0.9999892068663416
2010-08-06,1.923730112846137e-10,1.7360049830948294e-05,0.999982639759479
2010-08-09,9.353708355836647e-09,3.462707285822144e-05,0.9999653635709796
2010-08-10,2.2075340377950494e-06,0.0030601208131997735,0.9969376716542403
2010-08-11,5.301575522532547e-07,0.006117692373506139,0.9938817774705141
2010-08-12,3.2191463484823623e-09,0.001074747397089226,0.9989252493834906
2010-08-13,1.221446365552098e-10,2.0182818474627836e-05,0.9999798170610544
2010-08-16,4.907848718278131e-10,2.0730850990653924e-05,0.9999792686615201
2010-08-17,3.8549392197216714e-10,5.0602305433318016e-05,0.9999493973080189
2010-08-18,2.2885873331543368e-10,2.1636240458673058e-05,0.9999783635297396
2010-08-19,1.6187516990853743e-10,3.164780833214904e-05,0.9999683520278666
2010-08-20,5.7324468135048004e-11,1.5867074661829388e-05,0.9999841328703143
2010-08-23,1.544656458346058e-10,1.1904627628169268e-05,0.9999880952144978
2010-08-24,2.6120960674457263e-10,4.191707715342775e-05,0.9999580826606532
2010-08-25,7.768470962916333e-10,1.2997140154716566e-05,0.999987002080961
2010-08-26,6.60276242510347e-08,0.0002276022209825181,0.9997723317535252
2010-08-27,2.1318678845950602e-07,0.0009454002176929498,0.9990543865982172
2010-08-31,5.355238182480512e-07,0.0009580849649489182,0.9990413795121474
2010-09-01,4.518544711377491e-08,0.002721682919240034,0.997278271897649
2010-09-02,8.735722597249871e-10,6.808017444715225e-05,0.9999319189485051
2010-09-03,9.001543132029629e-10,4.454659415905523e-05,0.9999554525084124
2010-09-07,3.463320726022118e-10,4.2399950107978903e-05,0.9999575997029486
2010-09-08,9.05266289119408e-11,1.4265037653447038e-05,0.9999857348738014
2010-09-09,4.381057546934513e-10,1.6360760585152825e-05,0.9999836388043741
2010-09-10,2.3625377777484628e-09,6.371437830087009e-05,0.999936283260473
2010-09-13,5.03776863317816e-10,5.873185195184625e-05,0.9999412676410897
2010-09-14,9.197712455661567e-11,2.0471040353072295e-05,0.9999795288662315
2010-09-15,7.775736676697996e-11,1.0911750866370202e-05,0.9999890881749331
2010-09-16,4.598509405035808e-10,2.3020976043530375e-05,0.9999769785675813
2010-09-17,1.1850491467330768e-08,4.151742961857276e-05,0.9999584707222126
2010-09-20,2.2681647980147233e-06,0.0036609684040715264,0.9963367634315092
2010-09-21,1.2166135463605687e-06,0.029165786278632186,0.9708329971086793
2010-09-22,1.3835671715548893e-08,0.000938343666740771,0.9990616424940236
2010-09-23,1.683794639496678e-09,6.175046835709408e-05,0.9999382478495005
2010-09-24,9.73789946275673e-10,0.00011018610835387826,0.9998898129153369
2010-09-27,1.2764100416696286e-09,2.0728030503284284e-05,0.9999792706914702
2010-09-28,3.4978771468219798e-09,0.00019804812764949315,0.9998019483743656
2010-09-29,1.662839696702911e-10,3.6625430053764724e-05,0.9999633744023225
2010-09-30,9.357775366028549e-11,1.5070737206372907e-05,0.9999849291679014
2010-10-01,1.7292348168826284e-10,1.7677294718770984e-05,0.9999823225332846
2010-10-04,4.862631361061629e-09,2.585578187055126e-05,0.9999741393545885
2010-10-05,5.6067171109664165e-08,0.0009703989543887442,0.999029544980533
2010-10-06,3.138700638156454e-09,0.00019925173118482501,0.9998007451336716
2010-10-07,3.5776585843351305e-09,2.8706543496461577e-05,0.9999712898762997
2010-10-08,3.868944611376886e-08,0.00044849952908528615,0.9995514617808577
2010-10-12,2.694691207372931e-09,0.00014943266193219467,0.9998505646415468
2010-10-13,6.479648414346898e-10,5.7261757558012834e-05,0.9999427375975835
2010-10-14,9.842512463804555e-10,2.4556320312120777e-05,0.999975442693123
2010-10-15,2.099371818444151e-09,0.00010422520341889905,0.9998957726971587
2010-10-18,3.549125629977641e-09,4.332224474169579e-05,0.9999566742044317
2010-10-19,5.308615293222699e-09,0.00024125198989505874,0.9997587427021524
2010-10-20,4.3951690683807857e-10,5.142216141507948e-05,0.9999485774003554
2010-10-21,7.702178478070493e-11,2.405763021857373e-05,0.9999759422918842
2010-10-22,3.417475206361018e-11,8.614094290623656e-06,0.9999913858708114
2010-10-25,2.1756535937165338e-10,1.2268029592060165e-05,0.9999877317557042
2010-10-26,2.891214863238378e-09,4.6631159867453444e-05,0.9999533659462125
2010-10-27,1.5562171732426208e-09,0.0001556901827520957,0.9998443082580883
2010-10-28,7.045049272502216e-11,1.6767553336178378e-05,0.9999832323761142
2010-10-29,3.593351695620847e-11,1.0990092788768537e-05,0.9999890098719348
2010-11-01,3.314528124435867e-11,9.1824761132599e-06,0.9999908174926121
2010-11-02,6.522495858186215e-11,1.1145717290329308e-05,0.9999888542190963
2010-11-03,1.9615054883423033e-09,1.7700077819976066e-05,0.9999822979628104
2010-11-04,4.5388645528106456e-09,0.000513638445873018,0.9994863570130084
2010-11-05,6.361406231768707e-10,1.7338275142776553e-05,0.9999826610922167
2010-11-08,4.992050608125105e-08,0.0001288636824058951,0.9998710863956346
2010-11-09,6.666378408404877e-06,0.012805652101991862,0.9871876815183396
2010-11-10,6.555273169745302e-05,0.08287185142829812,0.9170625958428148
2010-11-12,0.0019431744058238912,0.8905044278395884,0.10755239775225683
2010-11-15,0.00037549381336310405,0.8949180304393027,0.1047064757506897
2010-11-16,4.754669987932737e-06,0.6539041113329876,0.34609113399637714
2010-11-17,7.596886558618237e-07,0.011034565395302431,0.988964674917436
2010-11-18,4.5120385964007e-08,0.002903597572353623,0.9970963573038762
2010-11-19,8.703971941100287e-10,0.00013180262092696605,0.9998681965073826
2010-11-22,2.2085778616855746e-10,2.3936899377064237e-05,0.9999760628807118
2010-11-23,1.890361950006279e-09,2.3708700161056097e-05,0.9999762894122552
2010-11-24,3.154876764766559e-08,0.0002570015052394287,0.9997429669441662
2010-11-26,2.569554528452452e-09,0.00021491847839599256,0.9997850789490638
2010-11-29,2.677980949827099e-10,2.067383323008558e-05,0.9999793259002936
2010-11-30,7.4211578122905165e-09,3.4560399691850215e-05,0.9999654321808858
2010-12-01,1.131889453508269e-08,0.001437987549422178,0.9985620011306935
2010-12-02,1.6530740004713181e-10,3.583610016696866e-05,0.9999641637350888
2010-12-03,9.021419089388317e-10,1.741692526988563e-05,0.9999825821712759
2010-12-06,8.05237090461915e-08,0.00016356740016229294,0.9998363520757454
2010-12-07,8.902074525330779e-07,0.006497400205430794,0.993501709584138
2010-12-08,7.129356578214314e-09,0.0008150054096821431,0.9991849874598554
2010-12-09,9.341551859041398e-11,2.9104732064202784e-05,0.9999708951742852
2010-12-10,2.783087055065125e-10,1.2297951284021935e-05,0.9999877017718511
2010-12-13,1.2642835725706436e-08,7.656519621736802e-05,0.9999234221613947
2010-12-14,8.890471213014362e-09,0.0004675168225095278,0.9995324742878919
2010-12-15,1.9584254890080436e-09,5.543331571496525e-05,0.9999445647276846
2010-12-16,2.0547883253237092e-08,0.00010610742491423865,0.9998938720240574
2010-12-17,8.323524569439575e-08,0.0006722292854047427,0.9993276874768798
2010-12-20,1.0612776903979445e-09,0.00014312128014074048,0.9998568776557255
2010-12-21,6.609022809062988e-11,1.6488798545587177e-05,0.9999835111352429
2010-12-22,4.5122898439822414e-11,1.1179766789999317e-05,0.9999888201898225
2010-12-23,4.7459408958691206e-11,1.2167763776786658e-05,0.9999878321917959
2010-12-29,2.2510189365414756e-10,1.2411644662219432e-05,0.9999875881300733
2010-12-30,4.943136228764363e-10,5.1346877375745555e-05,0.9999486526298912
2010-12-31,3.7831941679093637e-10,2.916972692517742e-05,0.9999708298962956
2011-01-03,3.199380346774236e-10,2.709608354324578e-05,0.9999729035950135
2011-01-04,4.687689276750395e-10,3.754899290671803e-05,0.9999624505354899
2011-01-05,1.3004594492511556e-09,3.369694678557025e-05,0.9999663017518299
2011-01-06,1.096411634326038e-09,8.861471041604565e-05,0.9999113841962353
2011-01-07,1.5475796833790132e-10,2.6464374512208883e-05,0.9999735354731819
2011-01-10,9.355125921188522e-11,1.5735675109427527e-05,0.9999842642283774
2011-01-11,1.8199569932102595e-10,1.54587803991272e-05,0.9999845410378673
2011-01-12,1.3866793862362822e-10,3.240343781855267e-05,0.9999675964220401
2011-01-13,4.18847428515369e-11,1.0236165103821794e-05,0.9999897637913853
2011-01-14,8.183801685576419e-11,1.3130934521465312e-05,0.9999868689836073
2011-01-18,3.8756069634629905e-10,2.0690289149667145e-05,0.999979309326005
2011-01-19,9.523798021137922e-09,4.010932634116582e-05,0.99995988115267
2011-01-20,1.0608033245845167e-08,0.0019904429095791766,0.9980095464843393
2011-01-21,1.828369164022656e-10,2.8965978660034175e-05,0.9999710338354592
2011-01-24,1.36267465947999e-09,2.226177618162334e-05,0.99997773685799
2011-01-25,4.005695549889955e-09,0.00022204019508450008,0.9997779558006807
2011-01-26,2.7694972280020707e-10,4.275874416764256e-05,0.9999572409771335
2011-01-27,3.3560614815639624e-10,1.7483768036049982e-05,0.9999825158957346
2011-01-28,7.414950469070537e-10,5.337726292309078e-05,0.9999466219946282
2011-01-31,2.652869273738242e-10,2.5152255656438645e-05,0.999974847476377
2011-02-01,4.1676257796691453e-10,2.7195497169754482e-05,0.9999728040844426
2011-02-02,2.2015598924881404e-09,4.48377047559517e-05,0.9999551600934697
2011-02-03,2.135428498485156e-09,0.00017883003914913426,0.9998211678246733
2011-02-04,5.226423306757362e-10,4.1142618220245836e-05,0.9999588568558732
2011-02-07,2.059954046456414e-10,2.9077286765890774e-05,0.9999709225092627
2011-02-08,1.9173643851843485e-10,2.2910445433049775e-05,0.9999770893633192
2011-02-09,3.788599696723497e-10,2.485720414100695e-05,0.9999751424144956
2011-02-10,2.724761955119518e-10,3.695829394997164e-05,0.9999630414303735
2011-02-11,1.0924248993894853e-10,2.533917773186604e-05,0.999974660714536
2011-02-14,5.231845117697399e-11,1.1717438810007058e-05,0.9999882825099865
2011-02-15,7.433143745213144e-11,1.2657617802080025e-05,0.9999873423076506
2011-02-16,5.512333920443257e-10,1.88142490400026e-05,0.9999811851981706
2011-02-17,4.6216597779178207e-08,0.0001008981162440269,0.9998990556653153
2011-02-18,1.9592856360336276e-06,0.0035471050571091864,0.9964509356593615
2011-02-22,3.631941846617492e-08,0.002902500574873026,0.9970974631075695
2011-02-23,4.813970068404901e-10,5.786385525678497e-05,0.9999421356631576
2011-02-24,4.466145380725862e-10,2.9246467725616238e-05,0.9999707530862546
2011-02-25,2.0290460162797932e-10,3.946910249983445e-05,0.999960530695213
2011-02-28,1.7551772424921642e-10,1.3129148714735582e-05,0.9999868706788831
2011-03-01,2.148748001089477e-10,4.4059475627753294e-05,0.9999559403106544
2011-03-02,4.5171889586078364e-10,1.1733965937528767e-05,0.9999882655790316
2011-03-03,4.085452833596643e-09,0.0001301149519005607,0.9998698809619813
2011-03-04,2.4931846915091433e-10,3.891808555621673e-05,0.9999610816673357
2011-03-07,7.299119732631962e-11,1.326606636477166e-05,0.9999867338635818
2011-03-08,7.43637913839228e-11,1.7083472938845322e-05,0.9999829164521059
2011-03-09,3.262202727131569e-10,1.114868283787181e-05,0.9999888509886072
2011-03-10,8.432360759921966e-10,9.47156462127003e-05,0.9999052835085316
2011-03-11,1.8293455955418926e-10,2.4958078271933423e-05,0.9999750417395777
2011-03-14,3.223195871349443e-09,2.2992880656544148e-05,0.999977003894607
2011-03-15,5.65199863797715e-08,0.0005108050931027665,0.999489138386642
2011-03-16,3.307392948494635e-07,0.0006321469531738684,0.9993675223108824
2011-03-17,2.2656362911423065e-07,0.00932492687939143,0.9906748465602994
2011-03-18,2.7008841383193478e-09,0.0002725867096604604,0.9997274105926612
2011-03-21,7.720200056425889e-10,4.770796153508552e-05,0.9999522912652099
2011-03-22,5.85499754315375e-10,5.078105193227523e-05,0.9999492183649129
2011-03-23,1.4496149135878137e-10,3.326325165043431e-05,0.9999667366067048
2011-03-24,1.3438232012082025e-10,1.2897659212090062e-05,0.9999871022041174
2011-03-25,2.114405567332552e-10,3.146313313039066e-05,0.9999685366567408
2011-03-28,1.1045588720278252e-10,2.112091497155342e-05,0.9999788789766609
2011-03-29,6.150746890294984e-11,1.3984512091932896e-05,0.9999860154234883
2011-03-30,1.340026743066058e-10,1.4311876270384237e-05,0.9999856879882005
2011-03-31,3.3218172792810456e-10,2.6614869733098014e-05,0.9999733847993747
2011-04-01,1.4828781034820124e-10,2.998383597830625e-05,0.9999700160171978
2011-04-04,4.1990637032148014e-11,1.1499353476657075e-05,0.9999885006042842
2011-04-05,1.895544565506648e-10,9.730724209489814e-06,0.999990269087045
2011-04-06,1.9674064884496737e-10,6.274356568039934e-05,0.9999372562345873
2011-04-07,2.3833654851735445e-10,1.006902256749402e-05,0.9999899307365377
2011-04-08,5.480618300948481e-10,7.952007923963387e-05,0.9999204793753793
2011-04-11,7.067875932950864e-10,1.3035172806540927e-05,0.9999869641227843
2011-04-12,7.367350928726365e-10,0.00020596952712506,0.9997940297379552
2011-04-13,2.533524653042134e-11,9.388919167847565e-06,0.9999906110537836
2011-04-14,5.481856107423192e-11,8.865019209023551e-06,0.9999911349252264
2011-04-15,4.317941291225788e-10,1.9671593697005646e-05,0.9999803279758925
2011-04-18,1.2702301823810636e-09,5.223003396943512e-05,0.9999477686977534
2011-04-19,3.0166656063055047e-09,6.1001549580873887e-05,0.9999389954373606
2011-04-20,1.1701153164398673e-09,0.00011766954261824736,0.9998823292887519
2011-04-21,7.307102893138882e-10,2.998164069896368e-05,0.9999700176251362
2011-04-26,7.447871667977475e-10,7.503564645485811e-05,0.9999249636089489
2011-04-27,2.257075875952622e-10,2.2099794038795496e-05,0.9999778999813412
2011-04-28,1.4997920314008887e-10,2.5255908390793665e-05,0.9999747439421097
2011-04-29,6.462207189535633e-11,1.3533422354316426e-05,0.9999864665121019
2011-05-02,1.8233119692298526e-10,1.2163868702646047e-05,0.9999878359461444
2011-05-03,1.2078237172013307e-08,4.786940401806663e-05,0.9999521185204051
2011-05-04,1.2375064717668775e-06,0.0024753291666525104,0.9975234333252423
2011-05-05,2.074677911739614e-07,0.033441823436793014,0.9665579690980823
2011-05-06,5.483967747458787e-09,0.0004426253009942064,0.9995573692186167
2011-05-09,1.5395125299473407e-09,8.058043190295577e-05,0.9999194180290996
2011-05-10,3.5478354927340044e-09,4.358369094271839e-05,0.9999564127615326
2011-05-11,3.604832225746222e-09,0.00029505714685050733,0.9997049392474074
2011-05-12,1.652920910224978e-10,4.214097686231975e-05,0.9999578588543279
2011-05-13,4.738559210643536e-11,1.2918551803888085e-05,0.9999870814024231
2011-05-16,4.0690913021604246e-11,1.179158552876911e-05,0.9999882083761258
2011-05-17,3.1849377277667166e-10,1.0573623003423286e-05,0.9999894260594989
2011-05-18,7.667831395624357e-10,0.00010812611667215684,0.9998918731179318
2011-05-19,1.1525210716716919e-10,1.700682399678717e-05,0.9999829930593578
2011-05-20,1.6522615604366473e-10,2.1327116271793105e-05,0.9999786727149164
2011-05-23,3.5273530601940714e-10,1.939422556229317e-05,0.9999806054245647
2011-05-24,6.602975761885644e-10,6.306266517503586e-05,0.9999369366728038
2011-05-25,1.0536324053680179e-10,2.1178102815095314e-05,0.9999788217888437
2011-05-26,7.223260350114919e-11,1.2262999593644842e-05,0.9999877369288466
2011-05-27,1.0014695140549751e-10,1.6844536911556207e-05,0.9999831553613971
2011-05-31,8.335464223069382e-10,1.710397764732113e-05,0.9999828951921211
2011-06-01,1.0226516009393544e-09,0.0001639712991439508,0.9998360276793916
2011-06-02,2.6319761881231415e-10,1.733329831550039e-05,0.9999826664399528
2011-06-03,4.189224423040851e-10,5.0091763846109985e-05,0.9999499078144328
2011-06-06,1.483664071756447e-10,1.9129766632745448e-05,0.9999808700824249
2011-06-07,1.5087833453139e-10,2.6395023730695805e-05,0.9999736048257769
2011-06-08,7.356613410373676e-11,1.2300451037829128e-05,0.9999876994726768
2011-06-09,1.7511908812485586e-10,1.69135239191782e-05,0.9999830862991732
2011-06-10,1.45073726970993e-10,3.3365981575743514e-05,0.999966633873606
2011-06-13,1.8204552395420388e-10,1.3938578528605612e-05,0.9999860612395537
2011-06-14,5.682143247861106e-09,3.642597589335379e-05,0.999963568343164
2011-06-15,3.38771118173313e-09,0.0005583520796303672,0.9994416445335014
2011-06-16,5.306499856643009e-11,1.6919148515126428e-05,0.9999830807986423
2011-06-17,5.019859609237897e-11,1.1068934536162286e-05,0.999988931015976
2011-06-20,8.310167603505115e-11,1.3230605941626904e-05,0.9999867693115777
2011-06-21,1.7613751759977683e-10,2.0170401950721295e-05,0.999979829422657
2011-06-22,2.0596360744086268e-09,2.5776623461551268e-05,0.9999742213161347
2011-06-23,9.089385892769164e-09,0.00034886858789887456,0.9996511223229795
2011-06-24,5.296336073201895e-10,6.897801035892577e-05,0.9999310214624345
