Date,Rates,Equity,Credit,Commodity
2017-01-13,0.0025521589095638397,-0.0010277156192401993,0.0009503739514897802,0.013561405862344778
2017-01-20,-0.004172820229289442,-0.0014638950082779267,-0.002972258916776771,-0.0017871214443961891
2017-01-27,-0.003259720376682651,0.010293567240650336,-0.0009523020867837628,-0.004415379080882742
2017-02-03,-0.00023271885027043027,0.0011896947031881933,0.0032740685482199883,-0.00028884566818598856
2017-02-10,0.002822843932646535,0.008130936623029106,0.004089557171182978,0.016189024852963696
2017-02-17,0.0009911978795478227,0.015137434901282276,0.0030032500925660788,-0.013852326302437823
2017-02-24,0.0057055118435394014,0.006881784474937591,0.00648072190319926,-0.007009991916941294
2017-03-03,-0.0038298565139002205,0.006665721320562534,-0.004931127231233234,-0.0032549185310047912
2017-03-10,-0.006112762261194504,-0.0044143891259940116,-0.0040955072285702165,-0.033395636793121186
2017-03-17,0.0029893343913098835,0.0023813125310629957,0.0024262861372701394,0.010561951645094103
2017-03-24,0.005410739852350854,-0.01440976328445287,0.0012307187397440078,-0.007121845936051252
2017-03-31,0.002007700643522403,0.00799494466272166,0.004261247234286669,0.00991237629981967
2017-04-07,0.003911347946222943,-0.003038841559581118,0.004569563443492575,0.005830726662338526
2017-04-21,0.003470831931825291,-0.002908079481839909,0.00044675493461143745,-0.02218502187437965
2017-04-28,0.00037465876492825956,0.015119070908254484,0.0016238379409734272,0.0014513728327949504
2017-05-05,-0.0013330293515662062,0.0063292040095914714,-0.0014590848295706893,-0.015718727768225027
2017-05-12,-2.210184243811586e-05,-0.0034969247494681666,0.0034906847424605036,0.009910592785350891
2017-05-19,0.003920525721765822,-0.0038353432805827703,-0.00012134449702705385,0.01493010102920378
2017-05-26,0.0017879846240138608,0.014313162352650677,0.0034385113268609047,-0.008195193985144456
2017-06-02,0.001982725728943091,0.00962406112297498,0.0020157226365651315,-0.019815367345477064
2017-06-09,0.0016168331776544864,-0.0029929639672202635,0.0010058338362501917,0.0013411016200435277
2017-06-16,0.001162139019573294,0.000567439684434401,0.00040192926045024,-0.01378964230554347
2017-06-23,0.0017358227617856326,0.0021166581144114183,0.0017276014463640799,-0.019875551113022416
2017-06-30,-0.009532383677703371,-0.006106769643016818,-0.008903862351100966,0.03741413666349014
2017-07-07,-0.005522682165239545,0.0007303838786849592,-0.0007688883493182086,-0.009450614084117293
2017-07-14,0.003856498112080775,0.014056725212781673,0.0029969220800258878,0.011186012395848044
2017-07-21,0.006359875315557595,0.005395918067500061,0.006783493499152193,0.003649506798457214
2017-07-28,-0.0018130052228481075,-0.00017793095331097852,0.00012031763856579225,0.01819957644492609
2017-08-04,0.0030468767173605915,0.0019133450434447585,0.004411116012351002,-0.014025047641803567
2017-08-11,0.0037085167219759185,-0.01433687764019187,0.0026749710544176075,0.005236236482365042
2017-08-18,0.0004726105626982058,-0.006459628024869324,-0.0002787289957791872,-0.005355369451698011
2017-08-25,0.0014640486506829475,0.00721485834046387,0.0013940335364639456,0.0009369744297609284
2017-09-01,0.0012619820457184794,0.013712367462987096,-0.00019887041603683375,0.02042818332152141
2017-09-08,0.004871800524517189,-0.006105314606766998,0.002784739626844779,-0.002335933380754107
2017-09-15,-0.006928867631449287,0.01576321484083998,-0.0072202166064981865,0.0053070248463671366
2017-09-22,-0.0012942703280155454,0.0007959228750635816,0.00039960039960029725,-0.003763053977116959
2017-09-29,-0.0018240202301962327,0.006849971992643589,0.001038546035550203,-0.004478735851898175
2017-10-06,-0.0008649792513668597,0.011895866182383141,0.0007980527512867486,-0.006122254237051483
2017-10-13,0.004208557400046775,0.0015062167833614915,0.0036681153064070937,0.023675068466846083
2017-10-20,-0.00263807068571964,0.008632421553170344,0.0005561514320899796,-0.007077227854138668
2017-10-27,0.0015082926474223601,0.0022755843254589347,0.0036526779687933164,0.0072094602494772175
2017-11-03,0.004246238749910924,0.002622950695621018,0.004549230586653019,0.012012297078757506
2017-11-10,-0.0017157727253285238,-0.002140796523101951,-0.0032684886193588003,0.004868583285208894
2017-11-17,0.0023396755389548662,-0.0013359993442437768,0.0003950851408478506,-0.005668801628494036
2017-11-24,0.0015256347993304331,0.009139664317895368,0.0016587022629437342,0.0029435899582015423
2017-12-01,0.0021965903588492264,0.015293476849596921,0.0029964909513857663,-0.005731188967968759
2017-12-08,0.0005552052164712329,0.003512209202780836,0.0003537874916466066,-0.028298805074604916
2017-12-15,-3.823989308449072e-05,0.009168417346313351,0.0020433825840930897,0.0007558111370959963
2017-12-22,-0.004847161584241588,0.0028141120378448736,-0.0044313725490195965,0.02039615416466911
2017-12-29,0.0005536943248294346,-0.0036260705501548474,0.0012210974120612228,0.028527273028630118
2018-01-05,-0.0009952011680016692,0.02600969929341379,0.0019671099221023614,-0.002581169300255759
2018-01-12,-0.0035959745962473866,0.015708251252988026,-0.00376943615517511,0.009851654134123367
2018-01-19,-0.0006200092459248685,0.008635314502009495,0.0031530821377896423,-0.0021333877668113788
2018-01-26,-0.0019319147641067014,0.02226455085657708,-0.0017680339462518013,0.02578033474075636
2018-02-02,-0.005982302549074947,-0.03854689904443476,-0.003975282402487457,-0.018213049343716814
2018-02-09,0.0012501033231273606,-0.05161952552325133,-0.002094364972733742,-0.03873887573486989
2018-02-16,0.0007098053567324847,0.04301117358891604,0.0009107828772818571,0.03019962707344037
2018-02-23,0.0015745254594587976,0.00551934993766956,0.00178034499129609,0.005844020854872456
2018-03-02,0.0022544796638290787,-0.020401866498722443,0.0009083369535167751,-0.00582219167708764
2018-03-09,0.0010669510363234824,0.03541851123432416,-3.945707070707183e-05,-0.0018693111987375666
